authors,author_id,title,year,source_title,volume,issue,cited_by,author_keywords,index_keywords,document_type,article_no
Rosquist P.G| Collins G| Merrell A.J| Tuttle N.J| Tracy J.B| Bird E.T| Seeley M.K| Fullwood D.T| Christensen W.F| Bowden A.E.,57190797086|57193015007|40561545600|57193015157|57193016069|57190794386|24333330300|12142543700|7006001488|7006441571|,Estimation of 3D Ground Reaction Force Using Nanocomposite Piezo-Responsive Foam Sensors During Walking,2017,Annals of Biomedical Engineering,45,9,175,Foam sensor| Functional data analysis| Gait analysis| Ground reaction force| Nanocomposite| Wearable sensor,"Biophysics| Foams| Gait analysis| Nanocomposites| Sporting goods| Average errors| Calibration model| Cross validation| Functional data analysis| Ground reaction forces| Human movements| Human walking| Novel nanocomposites| Wearable sensors| adult| Article| biosensor| body height| body mass| calibration| exercise intensity| female| gait| ground reaction force| human| human experiment| male| measurement accuracy| nanocomposite piezo responsive foam sensor| normal human| priority journal| shoe| three dimensional imaging| treadmill| validation process| walking| young adult| biological model| clinical trial| physiology| walking| nanocomposite| Adult| Female| Gait| Humans| Male| Models, Biological| Nanocomposites| Walking",Article,694
Wheadon J| Wright G.A| West R.E| Skaggs P.,55859152500|34874038200|56433927200|34873482400|,"The need, development, and validation of the innovation test instrument",2017,Journal of Technology Education,29,1,97,Assessment| Creativity| Innovation| Validity,,Article,695
Coburn J.Q| Freeman I| Salmon J.L.,57191822951|57188654880|56830076500|,A Review of the Capabilities of Current Low-Cost Virtual Reality Technology and Its Potential to Enhance the Design Process,2017,Journal of Computing and Information Science in Engineering,17,3,570,,Engineering research| Hardware| Virtual reality| Design process| Development time| Engineering applications| Engineering design process| Latest technology| Microsoft kinect| Space requirements| Virtual reality technology| Design,Review,696
Platt B.C|24081319400|,Inferring ascending auction participation from observed bidders,2017,International Journal of Industrial Organization,54,,1,170,Industrial engineering| Industry| Ascending auctions| Average numbers| Internet auctions| Unobserved auction participation| Commerce,Article,,697
Johnston J.D| Kruman B.A| Nelson M.C| Merrill R.M| Graul R.J| Hoybjerg T.G| Tuttle S.C| Myers S.J| Cook R.B| Weber K.S.,57202064143|57193435113|57193430035|7102985794|57192662939|57193433048|57192660307|57193429691|57193431261|7402658393|,Differential effects of air conditioning type on residential endotoxin levels in a semi-arid climate,2017,Indoor Air,27,5,234,air conditioning| asthma| endotoxin| evaporative cooling| hygiene hypothesis| indoor environmental quality,"endotoxin| air conditioning| analysis| bed| building| climate| cross-sectional study| environmental monitoring| housing| indoor air pollution| procedures| season| Utah| Air Conditioning| Air Pollution, Indoor| Bedding and Linens| Climate| Cross-Sectional Studies| Endotoxins| Environmental Monitoring| Floors and Floorcoverings| Housing| Seasons| Utah",Article,698
Dearden J| Grames C| Jensen B.D| Magleby S.P| Howell L.L.,57194636792|55916540700|7403218372|6701720294|57211516485|,Inverted L-arm gripper compliant mechanism,2017,"Journal of Medical Devices, Transactions of the ASME",11,3,72,Compliant mechanism| Minimally invasive surgery| Nitinol| Surgical instrument,Grippers| Mechanisms| MIS devices| Surgery| Surgical equipment| Transplantation (surgical)| Bending stress| Mechanical advantage| Minimally invasive surgery| Nitinol| Range of motions| Research results| Surgical instrument| Two-degree of freedom| Compliant mechanisms| Article| compression| equipment design| grasping forceps| large scale production| minimally invasive surgery| range of motion,Article,699
Stone B| Salmon J| Eves K| Killian M| Wright L| Oldroyd J| Gorrell S| Richey M.C.,56300864300|56830076500|57193356353|57192964074|57193360481|57193362917|6602649851|18042274300|,A multi-user computer-aided design competition: Experimental findings and analysis of team-member dynamics,2017,Journal of Computing and Information Science in Engineering,17,3,76,,Computer aided analysis| Visualization| Multi-user| Per unit| Single users| Spatial visualization| Team members| Computer aided design,Article,700
Palmer A| Fernquest S| Rombach I| Park D| Pollard T| Broomfield J| Bangerter N| Carr A| Glyn-Jones S.,55780846900|57193911152|55674595800|56390719200|7102503611|57190974399|6508339625|57213262958|6506674242|,Diagnostic and prognostic value of delayed Gadolinium Enhanced Magnetic Resonance Imaging of Cartilage (dGEMRIC) in early osteoarthritis of the hip,2017,Osteoarthritis and Cartilage,25,9,508,dGEMRIC| Femoroacetabular impingement| Hip| MRI| Osteoarthritis,"gadolinium pentetate meglumine| contrast medium| gadolinium| adult| aged| Article| cartilage| contrast enhancement| controlled clinical trial| controlled study| disease severity| female| femoroacetabular impingement| hip osteoarthritis| human| major clinical study| male| nuclear magnetic resonance imaging| predictive value| priority journal| prognosis| prospective study| receiver operating characteristic| reproducibility| articular cartilage| complication| diagnostic imaging| disease exacerbation| early diagnosis| follow up| hip| hip osteoarthritis| middle aged| nuclear magnetic resonance imaging| pathology| procedures| radiography| Adult| Aged| Cartilage, Articular| Contrast Media| Disease Progression| Early Diagnosis| Female| Femoracetabular Impingement| Follow-Up Studies| Gadolinium| Hip Joint| Humans| Magnetic Resonance Imaging| Male| Middle Aged| Osteoarthritis, Hip| Prognosis| Prospective Studies| Radiography",Article,701
Lee T.Y| Smith A| Seppi K| Elmqvist N| Boyd-Graber J| Findlater L.,54410814200|56716946800|8231832400|6506645565|14035040300|10040303000|,"The human touch: How non-expert users perceive, interpret, and fix topic models",2017,International Journal of Human Computer Studies,105,,110,Mixed-initiative interaction| Topic modeling| User study,Hardware| Design implications| Human-in-the-loop| Interactive system| Mixed-initiative interactions| Model algorithms| Refinement operations| Topic Modeling| User study| Engineering,Article,702
Hurd R.C| Speirs N.B| Belden J| Pan Z| Lovett B| Robinson W| Zamora M.A| Sharker S.I| Mansoor M.M| Merritt A| Truscott T.T.,55949256500|56875349800|36106810300|56875089300|57198431633|57198450286|57198443855|57198451372|54911216200|57195332895|14822519000|,Shear joy of watching paint dry,2017,Physical Review Fluids,2,9,131,,Fluid motions| Original videos,Article,703
Manning A| Amare N.,7101816438|6602231941|,Bad news first: How optimal directness depends on what is negated,2017,IEEE International Professional Communication Conference,,,393,bad news| directness| Negative message buffer| visuals,bad news| directness| Message format| Negative information| Negative message buffer| Small buffers| Social relationships| visuals,Conference Paper,704
Stan N| Seng F| Shumway L| King R| Schultz S.,55212512700|56681156600|56315352000|56680505500|57203028829|,Non-perturbing voltage measurement in a coaxial cable with slab-coupled optical sensors,2017,Applied Optics,56,24,426,,Cables| Coaxial cables| Electric fields| Optical fibers| Voltage measurement| Adverse effect| Charge buildup| Compact size| Dynamic range| Fixed structure| High-voltage measurement| Risetimes| Electric field measurement,Article,705
Wall T| McMurray J| Meena G| Ganjalizadeh V| Schmidt H| Hawkins A.R.,56492379200|57195398251|56709476900|56387524600|16422844400|7102975249|,Optofluidic lab-on-a-chip fluorescence sensor using integrated buried ARROW (bARROW) waveguides,2017,Micromachines,8,8,436,Fluorescence sensing| Lab-on-a-chip| Optofluidics| Pecvd| SiO2| Water absorption,Fluorescence| Lab-on-a-chip| Plasma CVD| Plasma enhanced chemical vapor deposition| Water absorption| Waveguides| Absorption effects| Antiresonant reflecting optical waveguides| Fluorescence sensing| Fluorescence sensors| Opto-fluidics| Plasma enhanced chemical vapor depositions (PE CVD)| Single oxides| SiO2| Signal to noise ratio,Article,706
Charles S.K| Geiger D.W| Davidson A.D| Pigg A.C| Curtis C.P| Allen B.C.,14033673100|57197795830|57192307368|57197800472|57197797367|57217482839|,Toward quantitative characterization of essential tremor for future tremor suppression,2017,IEEE International Conference on Rehabilitation Robotics,,,332,,"Patient treatment| Robotics| Surgery| Cerebellar ataxia| Essential tremor| In-vivo| Multiple research| Parkinson's disease| Quantitative characterization| Side effect| Surgical interventions| Low pass filters| electronic device| equipment design| essential tremor| human| pathophysiology| physiology| shoulder| signal processing| theoretical model| wrist| Equipment Design| Essential Tremor| Humans| Models, Theoretical| Shoulder| Signal Processing, Computer-Assisted| Wearable Electronic Devices| Wrist",Conference Paper,707
Hurd R.C| Belden J| Jandron M.A| Tate Fanning D| Bower A.F| Truscott T.T.,55949256500|36106810300|56453304300|57194875876|7005666650|14822519000|,Water entry of deformable spheres,2017,Journal of Fluid Mechanics,824,,879,aerodynamics| flow-structure interactions| interfacial flows (free surface),Aerodynamics| Air| Deformation| Fluid dynamics| Hydrodynamics| Image processing| Shear flow| Dimensionless ratios| Effective diameter| Flow-structure interaction| High speed imaging| Hydrodynamic forces| Impact hydrodynamic pressure| Interfacial flow (free surface)| Oscillation periods| Spheres| aerodynamics| deformation| fluid mechanics| free surface flow| impact| interface| rigidity| sphere,Article,708
Morgan W.S| Hart G.L.W| Forcade R.W.,57191108291|57207901363|6507391043|,Generating derivative superstructures for systems with high configurational freedom,2017,Computational Materials Science,136,,724,Derivative superstructures| Displacement patterns| Enumeration,Degrees of freedom (mechanics)| Group theory| Trees (mathematics)| Atomic displacement| Combinatorial explosion| Displacement direction| Displacement patterns| Elimination process| Enumeration| Model alloys| Thermal properties of materials| Atoms,Article,709
Senic D| Williams D.F| Remley K.A| Wang C.-M| Holloway C.L| Yang Z| Warnick K.F.,35186389400|7406552522|7006715937|57192595504|7101643443|55511230900|7003381644|,Improved Antenna Efficiency Measurement Uncertainty in a Reverberation Chamber at Millimeter-Wave Frequencies,2017,IEEE Transactions on Antennas and Propagation,65,8,548,Antenna radiation efficiency| antenna total radiation efficiency| measurement uncertainty| millimeter wave| openended waveguide (OEW)| reverberation chamber (RC)| wireless systems,Anechoic chambers| Antenna radiation| Efficiency| Microwave antennas| Millimeter waves| Reverberation| Scattering parameters| Waveguides| Antenna radiation efficiency| Measurement uncertainty| Open ended waveguides| Radiation efficiency| Reverberation chambers| Wireless systems| Uncertainty analysis,Article,710
Rice M| Palmer J| Lavin C| Nelson T.,7202083837|24465414600|26644144000|55547115089|,Space-Time Coding for Aeronautical Telemetry: Part i - Estimators,2017,IEEE Transactions on Aerospace and Electronic Systems,53,4,137,,Frequency allocation| Maximum likelihood| Maximum likelihood estimation| Quadrature phase shift keying| Aeronautical telemetry| Estimation algorithm| Frequency estimators| Frequency offsets| Joint maximum likelihood| Simplex search algorithms| Space time coding| Two-dimensional grids| Frequency estimation,Article,711
Rice M| Nelson T| Palmer J| Lavin C| Temple K.,7202083837|55547115089|24465414600|26644144000|55710750200|,Space-Time Coding for Aeronautical Telemetry: Part II - Decoder and System Performance,2017,IEEE Transactions on Aerospace and Electronic Systems,53,4,63,,Antennas| Decoding| Maximum likelihood| Quadrature phase shift keying| Space-time block coding (STBC)| Telemetering equipment| Turbo codes| Aeronautical telemetry| Alamouti space time block codes| Exponential representation| Least Square| Number of state| Quadrature modulation| Space time coding| Test flights| Space time codes,Article,712
